ID,chemical_name,cas_rn,protected_cas_rn,DTXSID,PubChem_CID,InChI_string,InChIKey,smiles,S,S_unit,S_comment,S_AD,comment_compound,DTXSID_mixture_network
ID_0069,Buprenorphine,52485-79-7,CASRN_52485-79-7,DTXSID2022705,644073,"InChI=1S/C29H41NO4/c1-25(2,3)26(4,32)20-15-27-10-11-29(20,33-5)24-28(27)12-13-30(16-17-6-7-17)21(27)14-18-8-9-19(31)23(34-24)22(18)28/h8-9,17,20-21,24,31-32H,6-7,10-16H2,1-5H3/t20-,21-,24-,26+,27-,28+,29-/m1/s1
",RMRJXGBAOAMLHD-IHFGGWKQSA-N,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@H](C4)[C@]11CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)C(C)(C)C,n/a,n/a,n/a,0,n/a,n/a
ID_0070,Norbuprenorphine,78715-23-8,CASRN_78715-23-8,DTXSID60891436,114976,"InChI=1S/C25H35NO4/c1-21(2,3)22(4,28)16-13-23-8-9-25(16,29-5)20-24(23)10-11-26-17(23)12-14-6-7-15(27)19(30-20)18(14)24/h6-7,16-17,20,26-28H,8-13H2,1-5H3/t16-,17-,20-,22+,23-,24+,25-/m1/s1
",YOYLLRBMGQRFTN-IOMBULRVSA-N,[H][C@@]12OC3=C4C(C[C@@]5([H])NCC[C@@]14[C@@]51CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)C(C)(C)C)=CC=C3O,485.88828302568174,mg/L,OPERA 2.7,1,n/a,n/a
ID_0071,(-)-Strychnine,57-24-9,CASRN_57-24-9,DTXSID6023600,441071,"InChI=1S/C21H22N2O2/c24-18-10-16-19-13-9-17-21(6-7-22(17)11-12(13)5-8-25-16)14-3-1-2-4-15(14)23(18)20(19)21/h1-5,13,16-17,19-20H,6-11H2/t13-,16-,17-,19-,20-,21+/m0/s1
",QMGVPVSNSZLJIA-FVWCLLPLSA-N,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H],160.06299684444446,mg/L,OPERA 2.7,1,n/a,n/a
ID_0072,Oxychlordane,27304-13-8,CASRN_27304-13-8,DTXSID9044166,13785700,"InChI=1/C10H4Cl8O/c11-3-1-2(6-9(3,16)19-6)8(15)5(13)4(12)7(1,14)10(8,17)18/h1-3,6H/t1-,2+,3+,6-,7+,8-,9+/s2
",VWGNQYSIWFHEQU-KGEUUOKHSA-N,[H][C@]12[C@@H]3O[C@]3(Cl)[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,0.02328624498884299,mg/L,OPERA 2.7,1,n/a,n/a
ID_0073,Heptachlor epoxide A,28044-83-9,CASRN_28044-83-9,DTXSID2058752,71317194,"InChI=1/C10H5Cl7O/c11-3-1-2(4-5(3)18-4)9(15)7(13)6(12)8(1,14)10(9,16)17/h1-5H/t1-,2+,3+,4+,5-,8+,9-/s2
",ZXFXBSWRVIQKOD-WOBUKFROSA-N,[H][C@]12[C@H]3O[C@H]3[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,0.21891947789660288,mg/L,OPERA 2.7,1,n/a,n/a
ID_0074,Picrotoxinin,17617-45-7,CASRN_17617-45-7,DTXSID3074311,442292,"InChI=1S/C15H16O6/c1-5(2)7-8-11(16)19-9(7)10-13(3)14(8,18)4-6-15(13,21-6)12(17)20-10/h6-10,18H,1,4H2,2-3H3/t6-,7+,8-,9-,10-,13-,14-,15+/m1/s1
",PIMZUZSSNYHVCU-YKWPQBAZSA-N,[H][C@@]12C[C@@]3(O)[C@@H]4[C@@H]([C@@H](OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)=C,610.6740981989344,mg/L,OPERA 2.7,1,n/a,n/a
ID_0075,Drospirenone,67392-87-4,CASRN_67392-87-4,DTXSID7046465,68873,"InChI=1S/C24H30O3/c1-22-6-3-12(25)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(26)27-24/h9,13-16,18,20-21H,3-8,10-11H2,1-2H3/t13-,14+,15-,16+,18+,20-,21+,22-,23+,24+/m1/s1
",METQSPRSQINEEU-HXCATZOESA-N,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,3.11942942139209,mg/L,OPERA 2.7,1,n/a,n/a
ID_0076,Parthenolide,20554-84-1,CASRN_20554-84-1,DTXSID2040579,5420805,"InChI=1S/C15H20O3/c1-9-5-4-8-15(3)13(18-15)12-11(7-6-9)10(2)14(16)17-12/h5,11-13H,2,4,6-8H2,1,3H3/b9-5-/t11-,12-,13-,15+/m0/s1
",KTEXNACQROZXEV-QLIGOWBFSA-N,CC1=CCC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,105.92907926784908,mg/L,OPERA 2.7,1,n/a,n/a
ID_0077,Heptachlor epoxide B,1024-57-3,CASRN_1024-57-3,DTXSID1024126,138394051,"InChI=1/C10H5Cl7O/c11-3-1-2(4-5(3)18-4)9(15)7(13)6(12)8(1,14)10(9,16)17/h1-5H/t1-,2+,3+,4-,5+,8+,9?/s2
",ZXFXBSWRVIQKOD-HWKPLSEASA-N,[H][C@]12[C@@H]3O[C@@H]3[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0.21891947789660288,mg/L,OPERA 2.7,1,n/a,n/a
ID_0078,JWH-073 (2-methylnaphthyl analog),1427325-61-8,CASRN_1427325-61-8,DTXSID201016557,91743272,"InChI=1S/C24H23NO/c1-3-4-15-25-16-21(20-11-7-8-12-22(20)25)24(26)23-17(2)13-14-18-9-5-6-10-19(18)23/h5-14,16H,3-4,15H2,1-2H3
",DRPAIIWSIJRPFH-UHFFFAOYSA-N,CCCCN1C=C(C(=O)C2=C3C=CC=CC3=CC=C2C)C2=C1C=CC=C2,0.6971595881591888,mg/L,OPERA 2.7,1,n/a,n/a
ID_0079,(1-butyl-1H-indol-3-yl)(4-methylnaphthalen-1-yl)methanone,1354631-21-2,CASRN_1354631-21-2,DTXSID601017183,91743259,"InChI=1S/C24H23NO/c1-3-4-15-25-16-22(20-11-7-8-12-23(20)25)24(26)21-14-13-17(2)18-9-5-6-10-19(18)21/h5-14,16H,3-4,15H2,1-2H3
",DOKBVCMQPGKQGV-UHFFFAOYSA-N,CCCCN1C=C(C(=O)C2=CC=C(C)C3=CC=CC=C23)C2=C1C=CC=C2,0.6971595881591888,mg/L,OPERA 2.7,1,n/a,n/a
ID_0080,1-Butyl-3-(1-naphthoyl) indole,208987-48-8,CASRN_208987-48-8,DTXSID20175042,10471670,"InChI=1S/C23H21NO/c1-2-3-15-24-16-21(19-12-6-7-14-22(19)24)23(25)20-13-8-10-17-9-4-5-11-18(17)20/h4-14,16H,2-3,15H2,1H3
",VCHHHSMPMLNVGS-UHFFFAOYSA-N,CCCCN1C=C(C(=O)C2=CC=CC3=CC=CC=C23)C2=CC=CC=C12,1.9729427758956888,mg/L,OPERA 2.7,1,n/a,n/a
ID_0081,Diniconazole,83657-24-3,CASRN_83657-24-3,DTXSID2040363,6436605,"InChI=1/C15H17Cl2N3O/c1-15(2,3)14(21)13(20-9-18-8-19-20)6-10-4-5-11(16)7-12(10)17/h4-9,14,21H,1-3H3/b13-6+
",FBOUIAKEJMZPQG-AWNIVKPZSA-N,CC(C)(C)C(O)C(=C/C1=C(Cl)C=C(Cl)C=C1)\N1C=NC=N1,4.01338278414415,mg/L,OPERA 2.7,1,n/a,n/a
ID_0082,Stiripentol,49763-96-4,CASRN_49763-96-4,DTXSID6049068,39524,"InChI=1/C14H18O3/c1-14(2,3)13(15)7-5-10-4-6-11-12(8-10)17-9-16-11/h4-8,13,15H,9H2,1-3H3
",IBLNKMRFIPWSOY-UHFFFAOYSA-N,CC(C)(C)C(O)C=CC1=CC2=C(OCO2)C=C1,204.06241430875988,mg/L,OPERA 2.7,1,n/a,n/a
ID_0083,Uniconazole,83657-22-1,CASRN_83657-22-1,DTXSID7032505,6436604,"InChI=1/C15H18ClN3O/c1-15(2,3)14(20)13(19-10-17-9-18-19)8-11-4-6-12(16)7-5-11/h4-10,14,20H,1-3H3/b13-8+
",YNWVFADWVLCOPU-MDWZMJQESA-N,CC(C)(C)C(O)C(=C/C1=CC=C(Cl)C=C1)\N1C=NC=N1,8.41502711982281,mg/L,OPERA 2.7,1,n/a,n/a
ID_0084,"trans-1,3-Dichloropropene",10061-02-6,CASRN_10061-02-6,DTXSID2042480,24726,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+
",UOORRWUZONOOLO-OWOJBTEDSA-N,ClC\C=C\Cl,1973.3566613201929,mg/L,OPERA 2.7,1,n/a,n/a
ID_0085,Acetamiprid,135410-20-7,CASRN_135410-20-7,DTXSID0034300,n/a,"InChI=1S/C10H11ClN4/c1-8(14-7-12)15(2)6-9-3-4-10(11)13-5-9/h3-5H,6H2,1-2H3/b14-8+
",WCXDHFDTOYPNIE-RIYZIHGNSA-N,CN(CC1=CN=C(Cl)C=C1)C(\C)=N\C#N,3781.648965301813,mg/L,OPERA 2.7,1,n/a,n/a
ID_0086,Triflumizole,68694-11-1,CASRN_68694-11-1,DTXSID2032500,n/a,"InChI=1S/C15H15ClF3N3O/c1-2-7-23-9-14(22-6-5-20-10-22)21-13-4-3-11(16)8-12(13)15(17,18)19/h3-6,8,10H,2,7,9H2,1H3/b21-14+
",HSMVPDGQOIQYSR-KGENOOAVSA-N,CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,362.0446954885985,mg/L,OPERA 2.7,1,n/a,n/a
ID_0087,alpha-Humalene,6753-98-6,CASRN_6753-98-6,DTXSID30858793,5281520,"InChI=1S/C15H24/c1-13-7-5-8-14(2)10-12-15(3,4)11-6-9-13/h6-7,10-11H,5,8-9,12H2,1-4H3/b11-6+,13-7+,14-10+
",FAMPSKZZVDUYOS-HRGUGZIWSA-N,C\C1=C/CC(C)(C)\C=C\C\C(C)=C\CC1,2.4569115306511073,mg/L,OPERA 2.7,1,n/a,n/a
ID_0088,Curcumin,458-37-7,CASRN_458-37-7,DTXSID8031077,969516,"InChI=1S/C21H20O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h3-12,24-25H,13H2,1-2H3/b7-3+,8-4+
",VFLDPWHFBUODDF-FCXRPNKRSA-N,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O,136.86800537096187,mg/L,OPERA 2.7,1,n/a,n/a
ID_0089,"1,2,4-Triazole-1-acetic acid",28711-29-7,CASRN_28711-29-7,DTXSID90365231,1810180,"InChI=1S/C4H5N3O2/c8-4(9)1-7-3-5-2-6-7/h2-3H,1H2,(H,8,9)
",RXDBSQXFIWBJSR-UHFFFAOYSA-N,OC(=O)CN1C=NC=N1,196859.23871363312,mg/L,OPERA 2.7,1,n/a,n/a
ID_0090,JWH-019,209414-08-4,CASRN_209414-08-4,DTXSID70175118,52224389,"InChI=1S/C25H25NO/c1-2-3-4-9-17-26-18-23(21-14-7-8-16-24(21)26)25(27)22-15-10-12-19-11-5-6-13-20(19)22/h5-8,10-16,18H,2-4,9,17H2,1H3
",PALJPGHWDUHUPO-UHFFFAOYSA-N,CCCCCCN1C=C(C(=O)C2=CC=CC3=CC=CC=C23)C2=CC=CC=C12,1.2906734998773028,mg/L,OPERA 2.7,1,n/a,n/a
ID_0091,(1-Hexyl-5-phenyl-1H-pyrrol-3-yl)(naphthalen-1-yl)methanone,914458-20-1,CASRN_914458-20-1,DTXSID00658823,44418307,"InChI=1S/C27H27NO/c1-2-3-4-10-18-28-20-23(19-26(28)22-13-6-5-7-14-22)27(29)25-17-11-15-21-12-8-9-16-24(21)25/h5-9,11-17,19-20H,2-4,10,18H2,1H3
",FRMYAMAGHYHNKF-UHFFFAOYSA-N,CCCCCCN1C=C(C=C1C1=CC=CC=C1)C(=O)C1=CC=CC2=CC=CC=C12,5.389099114869291,mg/L,OPERA 2.7,1,n/a,n/a
ID_0092,Indole-3-acetic acid,87-51-4,CASRN_87-51-4,DTXSID5020738,802,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)
",SEOVTRFCIGRIMH-UHFFFAOYSA-N,OC(=O)CC1=CNC2=C1C=CC=C2,1491.083194985598,mg/L,OPERA 2.7,1,n/a,n/a
ID_0093,Oxyphencyclimine,125-53-1,CASRN_125-53-1,DTXSID4023410,4642,"InChI=1/C20H28N2O3/c1-22-14-8-13-21-18(22)15-25-19(23)20(24,16-9-4-2-5-10-16)17-11-6-3-7-12-17/h2,4-5,9-10,17,24H,3,6-8,11-15H2,1H3
",DUDKAZCAISNGQN-UHFFFAOYSA-N,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,45.40801248794473,mg/L,OPERA 2.7,1,n/a,n/a
ID_0094,Oxyphencyclimine hydrochloride,125-52-0,CASRN_125-52-0,DTXSID6045909,657252,"InChI=1/C20H28N2O3.ClH/c1-22-14-8-13-21-18(22)15-25-19(23)20(24,16-9-4-2-5-10-16)17-11-6-3-7-12-17;/h2,4-5,9-10,17,24H,3,6-8,11-15H2,1H3;1H
",WXAYTPABEADAAB-UHFFFAOYSA-N,Cl.CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,50.21371742835212,mg/L,OPERA 2.7,1,n/a,n/a
ID_0095,Ronidazole,7681-76-7,CASRN_7681-76-7,DTXSID6045400,5094,"InChI=1S/C6H8N4O4/c1-9-4(3-14-6(7)11)8-2-5(9)10(12)13/h2H,3H2,1H3,(H2,7,11)
",PQFRTXSWDXZRRS-UHFFFAOYSA-N,CN1C(COC(N)=O)=NC=C1[N+]([O-])=O,2893.1055187388033,mg/L,OPERA 2.7,1,n/a,n/a
ID_0096,UR-144,1199943-44-6,CASRN_1199943-44-6,DTXSID60152635,44626619,"InChI=1S/C21H29NO/c1-6-7-10-13-22-14-16(15-11-8-9-12-17(15)22)18(23)19-20(2,3)21(19,4)5/h8-9,11-12,14,19H,6-7,10,13H2,1-5H3
",NBMMIBNZVQFQEO-UHFFFAOYSA-N,CCCCCN1C=C(C(=O)C2C(C)(C)C2(C)C)C2=CC=CC=C12,23.62733987167648,mg/L,OPERA 2.7,1,n/a,n/a
ID_0097,(1-Propyl-1H-indol-3-yl)(4-propylnaphthalen-1-yl)methanone,824959-87-7,CASRN_824959-87-7,DTXSID80669851,45266978,"InChI=1S/C25H25NO/c1-3-9-18-14-15-22(20-11-6-5-10-19(18)20)25(27)23-17-26(16-4-2)24-13-8-7-12-21(23)24/h5-8,10-15,17H,3-4,9,16H2,1-2H3
",BMOMWXXAVVSIRU-UHFFFAOYSA-N,CCCN1C=C(C(=O)C2=CC=C(CCC)C3=CC=CC=C23)C2=CC=CC=C12,1.2612941841814058,mg/L,OPERA 2.7,1,n/a,n/a
ID_0098,Nortramadol,75377-45-6,CASRN_75377-45-6,DTXSID001018771,12149038,"InChI=1/C15H23NO2/c1-16-11-13-6-3-4-9-15(13,17)12-7-5-8-14(10-12)18-2/h5,7-8,10,13,16-17H,3-4,6,9,11H2,1-2H3/t13-,15+/s2
",VUMQHLSPUAFKKK-HIFRSBDPSA-N,CNC[C@H]1CCCC[C@]1(O)C1=CC(OC)=CC=C1,1088.4696883241438,mg/L,OPERA 2.7,1,n/a,n/a
ID_0099,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-",36393-56-3,CASRN_36393-56-3,DTXSID20889399,n/a,"InChI=1/C9H13NO/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7,9,11H,10H2,1H3/t7-,9+/s2
",DLNKOYKMWOXYQA-OWWGPPLWNA-N,C[C@H](N)[C@@H](O)C1=CC=CC=C1,19933.228318037574,mg/L,OPERA 2.7,1,n/a,n/a
ID_0100,Cannabidiol,13956-29-1,CASRN_13956-29-1,DTXSID00871959,644019,"InChI=1S/C21H30O2/c1-5-6-7-8-16-12-19(22)21(20(23)13-16)18-11-15(4)9-10-17(18)14(2)3/h11-13,17-18,22-23H,2,5-10H2,1,3-4H3/t17-,18+/m0/s1
",QHMBSVQNZZTUGM-ZWKOTPCHSA-N,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,15.760784817153477,mg/L,OPERA 2.7,1,n/a,n/a
ID_0101,trans-Chlordane,5103-74-2,CASRN_5103-74-2,DTXSID4038346,45356234,"InChI=1/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2-,3+,4-,5-,8-,9+/s2
",BIWJNBZANLAXMG-MPPHZFHBSA-N,[H][C@]12C[C@@H](Cl)[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,0.10058415252910974,mg/L,OPERA 2.7,1,n/a,n/a
ID_0102,beta-HCH,319-85-7,CASRN_319-85-7,DTXSID7020685,n/a,"InChI=1/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3+,4+,5-,6-
",JLYXXMFPNIAWKQ-CDRYSYESSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,4.401587466577334,mg/L,OPERA 2.7,1,n/a,n/a
ID_0103,alpha-HCH,319-84-6,CASRN_319-84-6,DTXSID2020684,n/a,"InChI=1/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4-,5+,6+/s2
",JLYXXMFPNIAWKQ-SHFUYGGZSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,4.401587466577334,mg/L,OPERA 2.7,1,n/a,n/a
ID_0104,trans-Nonachlor,39765-80-5,CASRN_39765-80-5,DTXSID5052709,n/a,"InChI=1/C10H5Cl9/c11-3-1-2(4(12)5(3)13)9(17)7(15)6(14)8(1,16)10(9,18)19/h1-5H/t1-,2+,3+,4-,5-,8+,9-
",OCHOKXCPKDPNQU-DFACZZRHSA-N,Cl[C@H]1[C@H](Cl)[C@@H]2[C@H]([C@@H]1Cl)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,0.09496827601568916,mg/L,OPERA 2.7,1,n/a,n/a
ID_0105,epsilon-HCH,07.10.6108,CASRN_6108-10-7,DTXSID0024135,n/a,"InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4-,5-,6-
",JLYXXMFPNIAWKQ-DCLYFUHFSA-N,Cl[C@H]1[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H]1Cl,4.401587466577334,mg/L,OPERA 2.7,1,n/a,n/a
ID_0106,Benzoylecgonine,519-09-5,CASRN_519-09-5,DTXSID7046758,24916772,"InChI=1S/C16H19NO4/c1-17-11-7-8-12(17)14(15(18)19)13(9-11)21-16(20)10-5-3-2-4-6-10/h2-6,11-14H,7-9H2,1H3,(H,18,19)/t11-,12+,13-,14+/m0/s1
",GVGYEFKIHJTNQZ-RFQIPJPRSA-N,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C1=CC=CC=C1)C(O)=O,2096.0178076445686,mg/L,OPERA 2.7,1,n/a,n/a
ID_0107,Scopolamine-Methyl,13265-10-6,CASRN_13265-10-6,DTXSID0046931,n/a,"InChI=1S/C18H24NO4/c1-19(2)14-8-12(9-15(19)17-16(14)23-17)22-18(21)13(10-20)11-6-4-3-5-7-11/h3-7,12-17,20H,8-10H2,1-2H3/q+1/t12-,13-,14-,15+,16-,17+/m1/s1
",LZCOQTDXKCNBEE-IKIFYQGPSA-N,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,4931.308209287827,mg/L,OPERA 2.7,1,n/a,n/a
ID_0108,Scopolamine methylbromide,155-41-9,CASRN_155-41-9,DTXSID2040608,n/a,"InChI=1S/C18H24NO4.BrH/c1-19(2)14-8-12(9-15(19)17-16(14)23-17)22-18(21)13(10-20)11-6-4-3-5-7-11;/h3-7,12-17,20H,8-10H2,1-2H3;1H/q+1;/p-1/t12-,13-,14-,15+,16-,17+;/m1./s1
",CXYRUNPLKGGUJF-RAFJPFSSSA-M,[Br-].[H][C@@]12O[C@]1([H])[C@H]1C[C@H](C[C@@H]2[N+]1(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,6168.890128629845,mg/L,OPERA 2.7,1,n/a,n/a
ID_0109,N-Butylscopolamine,7182-53-8,CASRN_7182-53-8,DTXSID4048145,n/a,"InChI=1S/C21H30NO4/c1-3-4-10-22(2)17-11-15(12-18(22)20-19(17)26-20)25-21(24)16(13-23)14-8-6-5-7-9-14/h5-9,15-20,23H,3-4,10-13H2,1-2H3/q+1/t15-,16-,17-,18+,19-,20+,22?/m1/s1
",YBCNXCRZPWQOBR-WVHCHWADSA-N,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,90.54672376255526,mg/L,OPERA 2.7,1,n/a,n/a
ID_0110,(-)-Scopolamine,51-34-3,CASRN_51-34-3,DTXSID6023573,n/a,"InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11-,12-,13-,14+,15-,16+/m1/s1
",STECJAGHUSJQJN-FWXGHANASA-N,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,98164.72457885816,mg/L,OPERA 2.7,1,n/a,n/a
ID_0111,"(1R,2S)-2-(Aminomethyl)-1-(3-methoxyphenyl)cyclohexan-1-ol | N-Bisdesmethyl Tramadol",541505-94-6,CASRN_541505-94-6,DTXSID90652198,29922743,"InChI=1S/C14H21NO2/c1-17-13-7-4-6-11(9-13)14(16)8-3-2-5-12(14)10-15/h4,6-7,9,12,16H,2-3,5,8,10,15H2,1H3/t12-,14-/m0/s1
",QNPPIKMBCJUUTG-JSGCOSHPSA-N,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@H]1CN,276.4851169112545,mg/L,OPERA 2.7,1,n/a,n/a
ID_0112,Milnacipran,92623-85-3,CASRN_92623-85-3,DTXSID3048287,n/a,"InChI=1/C15H22N2O/c1-3-17(4-2)14(18)15(10-13(15)11-16)12-8-6-5-7-9-12/h5-9,13H,3-4,10-11,16H2,1-2H3/t13-,15+/s2
",GJJFMKBJSRMPLA-UYWMCZCJNA-N,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1,364.3842678587905,mg/L,OPERA 2.7,1,n/a,n/a
ID_0113,(-)-Methylephedrine,552-79-4,CASRN_552-79-4,DTXSID7045992,64782,"InChI=1S/C11H17NO/c1-9(12(2)3)11(13)10-7-5-4-6-8-10/h4-9,11,13H,1-3H3/t9-,11-/m0/s1
",FMCGSUUBYTWNDP-ONGXEEELSA-N,C[C@@H]([C@H](O)C1=CC=CC=C1)N(C)C,9626.99309127206,mg/L,OPERA 2.7,1,n/a,n/a
ID_0114,Ephedrine,299-42-3,CASRN_299-42-3,DTXSID0022985,9294,"InChI=1S/C10H15NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,10-12H,1-2H3/t8-,10-/m0/s1
",KWGRBVOPPLSCSI-WPRPVWTQSA-N,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,59993.56545799247,mg/L,OPERA 2.7,1,n/a,n/a
ID_0115,Tranylcypromine,155-09-9,CASRN_155-09-9,DTXSID2023694,19493,"InChI=1/C9H11N/c10-9-6-8(9)7-4-2-1-3-5-7/h1-5,8-9H,6,10H2/t8-,9+/s2
",AELCINSCMGFISI-DTWKUNHWSA-N,N[C@@H]1C[C@H]1C1=CC=CC=C1,17158.711078821525,mg/L,OPERA 2.7,1,n/a,n/a
ID_0116,cis-Chlordane,5103-71-9,CASRN_5103-71-9,DTXSID6038326,1550472,"InChI=1/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2-,3-,4-,5-,8-,9+/s2
",BIWJNBZANLAXMG-KMMBHOGFSA-N,Cl[C@H]1C[C@H]2[C@@H]([C@H]1Cl)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,0.10058415252910974,mg/L,OPERA 2.7,1,n/a,n/a
ID_0117,gamma-HCH,58-89-9,CASRN_58-89-9,DTXSID2020686,n/a,"InChI=1/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4+,5+,6+
",JLYXXMFPNIAWKQ-GNIYUCBRSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,4.401587466577334,mg/L,OPERA 2.7,1,n/a,n/a
ID_0118,delta-HCH,319-86-8,CASRN_319-86-8,DTXSID5024134,n/a,"InChI=1/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4+,5-,6-
",JLYXXMFPNIAWKQ-GPIVLXJGSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H]1Cl,4.401587466577334,mg/L,OPERA 2.7,1,n/a,n/a
ID_0119,cis-Nonachlordane,5103-73-1,CASRN_5103-73-1,DTXSID40872581,n/a,"InChI=1/C10H5Cl9/c11-3-1-2(4(12)5(3)13)9(17)7(15)6(14)8(1,16)10(9,18)19/h1-5H/t1-,2+,3+,4-,5+,8+,9-
",OCHOKXCPKDPNQU-KCCZGPNFSA-N,[H][C@]12[C@H](Cl)[C@H](Cl)[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,0.09496827601568916,mg/L,OPERA 2.7,1,n/a,n/a
ID_0120,Cyproterone,2098-66-0,CASRN_2098-66-0,DTXSID3022873,5284537,"InChI=1S/C22H27ClO3/c1-11(24)22(26)7-5-14-12-9-18(23)17-10-19(25)13-8-16(13)21(17,3)15(12)4-6-20(14,22)2/h9-10,12-16,26H,4-8H2,1-3H3/t12-,13+,14-,15-,16-,20-,21-,22-/m0/s1
",DUSHUSLJJMDGTE-ZJPMUUANSA-N,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C,271.5982857917145,mg/L,OPERA 2.7,1,n/a,n/a
